Title,Genre,Rating,Revenue (Millions),Metascore
The Levelling,Drama,6.4,47.985,82.0
Public Enemies,Biography,7.0,97.03,70.0
Public Enemies,Crime,7.0,97.03,70.0
Public Enemies,Drama,7.0,97.03,70.0
Boyhood,Drama,7.9,25.36,100.0
Teenage Mutant Ninja Turtles,Action,5.9,190.87,31.0
Teenage Mutant Ninja Turtles,Adventure,5.9,190.87,31.0
Teenage Mutant Ninja Turtles,Comedy,5.9,190.87,31.0
Eastern Promises,Crime,7.7,17.11,82.0
Eastern Promises,Drama,7.7,17.11,82.0
Eastern Promises,Mystery,7.7,17.11,82.0
The Daughter,Drama,6.7,0.03,62.0
Pineapple Express,Action,7.0,87.34,64.0
Pineapple Express,Comedy,7.0,87.34,64.0
Pineapple Express,Crime,7.0,87.34,64.0
The First Time,Comedy,6.9,0.02,55.0
The First Time,Drama,6.9,0.02,55.0
The First Time,Romance,6.9,0.02,55.0
Gone Baby Gone,Crime,7.7,20.3,72.0
Gone Baby Gone,Drama,7.7,20.3,72.0
Gone Baby Gone,Mystery,7.7,20.3,72.0
The Heat,Action,6.6,159.58,60.0
The Heat,Comedy,6.6,159.58,60.0
The Heat,Crime,6.6,159.58,60.0
L'avenir,Drama,7.1,0.28,88.0
Anna Karenina,Drama,6.6,12.8,63.0
Anna Karenina,Romance,6.6,12.8,63.0
Regression,Crime,5.7,0.05,32.0
Regression,Drama,5.7,0.05,32.0
Regression,Mystery,5.7,0.05,32.0
Ted 2,Adventure,6.3,81.26,48.0
Ted 2,Comedy,6.3,81.26,48.0
Ted 2,Romance,6.3,81.26,48.0
Pain & Gain,Comedy,6.5,49.87,45.0
Pain & Gain,Crime,6.5,49.87,45.0
Pain & Gain,Drama,6.5,49.87,45.0
Blood Diamond,Adventure,8.0,57.37,64.0
Blood Diamond,Drama,8.0,57.37,64.0
Blood Diamond,Thriller,8.0,57.37,64.0
Devil's Knot,Biography,6.1,47.985,42.0
Devil's Knot,Crime,6.1,47.985,42.0
Devil's Knot,Drama,6.1,47.985,42.0
Child 44,Crime,6.5,1.21,41.0
Child 44,Drama,6.5,1.21,41.0
Child 44,Thriller,6.5,1.21,41.0
The Hurt Locker,Drama,7.6,15.7,94.0
The Hurt Locker,History,7.6,15.7,94.0
The Hurt Locker,Thriller,7.6,15.7,94.0
Green Lantern,Action,5.6,116.59,39.0
Green Lantern,Adventure,5.6,116.59,39.0
Green Lantern,Sci-Fi,5.6,116.59,39.0
War on Everyone,Action,5.9,47.985,50.0
War on Everyone,Comedy,5.9,47.985,50.0
The Mist,Horror,7.2,25.59,58.0
Escape Plan,Action,6.7,25.12,49.0
Escape Plan,Crime,6.7,25.12,49.0
Escape Plan,Mystery,6.7,25.12,49.0
"Love, Rosie",Comedy,7.2,0.01,44.0
"Love, Rosie",Romance,7.2,0.01,44.0
The DUFF,Comedy,6.5,34.02,56.0
The Age of Shadows,Action,7.2,0.54,78.0
The Age of Shadows,Drama,7.2,0.54,78.0
The Age of Shadows,Thriller,7.2,0.54,78.0
The Hunger Games: Mockingjay - Part 1,Action,6.7,337.1,64.0
The Hunger Games: Mockingjay - Part 1,Adventure,6.7,337.1,64.0
The Hunger Games: Mockingjay - Part 1,Sci-Fi,6.7,337.1,64.0
We Need to Talk About Kevin,Drama,7.5,1.74,68.0
We Need to Talk About Kevin,Mystery,7.5,1.74,68.0
We Need to Talk About Kevin,Thriller,7.5,1.74,68.0
Love & Friendship,Comedy,6.5,14.01,87.0
Love & Friendship,Drama,6.5,14.01,87.0
Love & Friendship,Romance,6.5,14.01,87.0
The Mortal Instruments: City of Bones,Action,5.9,31.17,33.0
The Mortal Instruments: City of Bones,Fantasy,5.9,31.17,33.0
The Mortal Instruments: City of Bones,Horror,5.9,31.17,33.0
Seven Pounds,Drama,7.7,69.95,36.0
Seven Pounds,Romance,7.7,69.95,36.0
The King's Speech,Biography,8.0,138.8,88.0
The King's Speech,Drama,8.0,138.8,88.0
Hunger,Biography,7.6,0.15,82.0
Hunger,Drama,7.6,0.15,82.0
Jumper,Action,6.1,80.17,35.0
Jumper,Adventure,6.1,80.17,35.0
Jumper,Sci-Fi,6.1,80.17,35.0
Toy Story 3,Animation,8.3,414.98,92.0
Toy Story 3,Adventure,8.3,414.98,92.0
Toy Story 3,Comedy,8.3,414.98,92.0
Tinker Tailor Soldier Spy,Drama,7.1,24.1,85.0
Tinker Tailor Soldier Spy,Mystery,7.1,24.1,85.0
Tinker Tailor Soldier Spy,Thriller,7.1,24.1,85.0
Resident Evil: Retribution,Action,5.4,42.35,39.0
Resident Evil: Retribution,Horror,5.4,42.35,39.0
Resident Evil: Retribution,Sci-Fi,5.4,42.35,39.0
Dear Zindagi,Drama,7.8,1.4,56.0
Dear Zindagi,Romance,7.8,1.4,56.0
Genius,Biography,6.5,1.36,59.5
Genius,Drama,6.5,1.36,59.5
Pompeii,Action,5.5,23.22,39.0
Pompeii,Adventure,5.5,23.22,39.0
Pompeii,Drama,5.5,23.22,39.0
Life of Pi,Adventure,7.9,124.98,79.0
Life of Pi,Drama,7.9,124.98,79.0
Life of Pi,Fantasy,7.9,124.98,79.0
Hachi: A Dog's Tale,Drama,8.1,47.985,61.0
Hachi: A Dog's Tale,Family,8.1,47.985,61.0
10 Years,Comedy,6.1,0.2,59.5
10 Years,Drama,6.1,0.2,59.5
10 Years,Romance,6.1,0.2,59.5
I Origins,Drama,7.3,0.33,57.0
I Origins,Romance,7.3,0.33,57.0
I Origins,Sci-Fi,7.3,0.33,57.0
Live Free or Die Hard,Action,7.2,134.52,69.0
Live Free or Die Hard,Adventure,7.2,134.52,69.0
Live Free or Die Hard,Thriller,7.2,134.52,69.0
The Matchbreaker,Comedy,5.5,47.985,44.0
The Matchbreaker,Romance,5.5,47.985,44.0
Funny Games,Crime,6.5,1.29,59.5
Funny Games,Drama,6.5,1.29,59.5
Funny Games,Horror,6.5,1.29,59.5
Ted,Comedy,7.0,218.63,62.0
Ted,Fantasy,7.0,218.63,62.0
RED,Action,7.1,90.36,60.0
RED,Comedy,7.1,90.36,60.0
RED,Crime,7.1,90.36,60.0
Australia,Adventure,6.6,49.55,53.0
Australia,Drama,6.6,49.55,53.0
Australia,Romance,6.6,49.55,53.0
Faster,Action,6.5,23.23,44.0
Faster,Crime,6.5,23.23,44.0
Faster,Drama,6.5,23.23,44.0
The Neighbor,Crime,5.8,47.985,60.0
The Neighbor,Horror,5.8,47.985,60.0
The Neighbor,Thriller,5.8,47.985,60.0
The Adjustment Bureau,Romance,7.1,62.45,59.5
The Adjustment Bureau,Sci-Fi,7.1,62.45,59.5
The Adjustment Bureau,Thriller,7.1,62.45,59.5
The Hollars,Comedy,6.5,1.02,53.0
The Hollars,Drama,6.5,1.02,53.0
The Hollars,Romance,6.5,1.02,53.0
The Judge,Crime,7.4,47.11,48.0
The Judge,Drama,7.4,47.11,48.0
Closed Circuit,Crime,6.2,5.73,50.0
Closed Circuit,Drama,6.2,5.73,50.0
Closed Circuit,Mystery,6.2,5.73,50.0
Transformers: Revenge of the Fallen,Action,6.0,402.08,35.0
Transformers: Revenge of the Fallen,Adventure,6.0,402.08,35.0
Transformers: Revenge of the Fallen,Sci-Fi,6.0,402.08,35.0
La tortue rouge,Animation,7.6,0.92,86.0
La tortue rouge,Fantasy,7.6,0.92,86.0
The Book of Life,Animation,7.3,50.15,67.0
The Book of Life,Adventure,7.3,50.15,67.0
The Book of Life,Comedy,7.3,50.15,67.0
Incendies,Drama,8.2,6.86,80.0
Incendies,Mystery,8.2,6.86,80.0
Incendies,War,8.2,6.86,80.0
The Heartbreak Kid,Comedy,5.8,36.77,46.0
The Heartbreak Kid,Romance,5.8,36.77,46.0
Happy Feet,Animation,6.5,197.99,77.0
Happy Feet,Comedy,6.5,197.99,77.0
Happy Feet,Family,6.5,197.99,77.0
Entourage,Comedy,6.6,32.36,38.0
The Strangers,Horror,6.2,52.53,47.0
The Strangers,Mystery,6.2,52.53,47.0
The Strangers,Thriller,6.2,52.53,47.0
Noah,Action,5.8,101.16,68.0
Noah,Adventure,5.8,101.16,68.0
Noah,Drama,5.8,101.16,68.0
Neighbors,Comedy,6.4,150.06,68.0
Nymphomaniac: Vol. II,Drama,6.7,0.33,60.0
Wild,Adventure,7.1,37.88,76.0
Wild,Biography,7.1,37.88,76.0
Wild,Drama,7.1,37.88,76.0
Grown Ups,Comedy,6.0,162.0,30.0
Blair Witch,Horror,5.1,20.75,47.0
Blair Witch,Thriller,5.1,20.75,47.0
The Karate Kid,Action,6.2,176.59,61.0
The Karate Kid,Drama,6.2,176.59,61.0
The Karate Kid,Family,6.2,176.59,61.0
Dark Shadows,Comedy,6.2,79.71,55.0
Dark Shadows,Fantasy,6.2,79.71,55.0
Dark Shadows,Horror,6.2,79.71,55.0
Friends with Benefits,Comedy,6.6,55.8,63.0
Friends with Benefits,Romance,6.6,55.8,63.0
The Illusionist,Drama,7.6,39.83,68.0
The Illusionist,Mystery,7.6,39.83,68.0
The Illusionist,Romance,7.6,39.83,68.0
The A-Team,Action,6.8,77.21,47.0
The A-Team,Adventure,6.8,77.21,47.0
The A-Team,Comedy,6.8,77.21,47.0
The Guest,Thriller,6.7,0.32,76.0
The Internship,Comedy,6.3,44.67,42.0
Paul,Adventure,7.0,37.37,57.0
Paul,Comedy,7.0,37.37,57.0
Paul,Sci-Fi,7.0,37.37,57.0
This Beautiful Fantastic,Comedy,6.9,47.985,51.0
This Beautiful Fantastic,Drama,6.9,47.985,51.0
This Beautiful Fantastic,Fantasy,6.9,47.985,51.0
The Da Vinci Code,Mystery,6.6,217.54,46.0
The Da Vinci Code,Thriller,6.6,217.54,46.0
Mr. Church,Comedy,7.7,0.69,37.0
Mr. Church,Drama,7.7,0.69,37.0
Hugo,Adventure,7.5,73.82,83.0
Hugo,Drama,7.5,73.82,83.0
Hugo,Family,7.5,73.82,83.0
The Blackcoat's Daughter,Horror,5.6,0.02,68.0
The Blackcoat's Daughter,Thriller,5.6,0.02,68.0
Body of Lies,Action,7.1,39.38,57.0
Body of Lies,Drama,7.1,39.38,57.0
Body of Lies,Romance,7.1,39.38,57.0
Knight of Cups,Drama,5.7,0.56,53.0
Knight of Cups,Romance,5.7,0.56,53.0
The Mummy: Tomb of the Dragon Emperor,Action,5.2,102.18,31.0
The Mummy: Tomb of the Dragon Emperor,Adventure,5.2,102.18,31.0
The Mummy: Tomb of the Dragon Emperor,Fantasy,5.2,102.18,31.0
The Boss,Comedy,5.4,63.03,40.0
Hands of Stone,Action,6.6,4.71,54.0
Hands of Stone,Biography,6.6,4.71,54.0
Hands of Stone,Drama,6.6,4.71,54.0
El secreto de sus ojos,Drama,8.2,20.17,80.0
El secreto de sus ojos,Mystery,8.2,20.17,80.0
El secreto de sus ojos,Romance,8.2,20.17,80.0
True Grit,Adventure,7.6,171.03,80.0
True Grit,Drama,7.6,171.03,80.0
True Grit,Western,7.6,171.03,80.0
We Are Your Friends,Drama,6.2,3.59,46.0
We Are Your Friends,Music,6.2,3.59,46.0
We Are Your Friends,Romance,6.2,3.59,46.0
A Million Ways to Die in the West,Comedy,6.1,42.62,44.0
A Million Ways to Die in the West,Romance,6.1,42.62,44.0
A Million Ways to Die in the West,Western,6.1,42.62,44.0
Only for One Night,Thriller,4.6,47.985,60.0
Rules Don't Apply,Comedy,5.7,3.65,59.5
Rules Don't Apply,Drama,5.7,3.65,59.5
Rules Don't Apply,Romance,5.7,3.65,59.5
Ouija: Origin of Evil,Horror,6.1,34.9,65.0
Ouija: Origin of Evil,Thriller,6.1,34.9,65.0
Percy Jackson: Sea of Monsters,Adventure,5.9,68.56,39.0
Percy Jackson: Sea of Monsters,Family,5.9,68.56,39.0
Percy Jackson: Sea of Monsters,Fantasy,5.9,68.56,39.0
Fracture,Crime,7.2,39.0,68.0
Fracture,Drama,7.2,39.0,68.0
Fracture,Mystery,7.2,39.0,68.0
Oculus,Horror,6.5,27.69,61.0
Oculus,Mystery,6.5,27.69,61.0
In Bruges,Comedy,7.9,7.76,67.0
In Bruges,Crime,7.9,7.76,67.0
In Bruges,Drama,7.9,7.76,67.0
This Means War,Action,6.3,54.76,31.0
This Means War,Comedy,6.3,54.76,31.0
This Means War,Romance,6.3,54.76,31.0
Lída Baarová,Biography,5.0,47.985,64.0
Lída Baarová,Drama,5.0,47.985,64.0
Lída Baarová,History,5.0,47.985,64.0
The Road,Adventure,7.3,0.06,59.5
The Road,Drama,7.3,0.06,59.5
Lavender,Drama,5.2,47.985,46.0
Lavender,Thriller,5.2,47.985,46.0
Deuces,Drama,6.6,47.985,36.0
Conan the Barbarian,Action,5.2,21.27,59.5
Conan the Barbarian,Adventure,5.2,21.27,59.5
Conan the Barbarian,Fantasy,5.2,21.27,59.5
The Fighter,Action,7.8,93.57,79.0
The Fighter,Biography,7.8,93.57,79.0
The Fighter,Drama,7.8,93.57,79.0
August Rush,Drama,7.5,31.66,38.0
August Rush,Music,7.5,31.66,38.0
Chef,Comedy,7.3,31.24,68.0
Chef,Drama,7.3,31.24,68.0
Eye in the Sky,Drama,7.3,18.7,73.0
Eye in the Sky,Thriller,7.3,18.7,73.0
Eye in the Sky,War,7.3,18.7,73.0
Eagle Eye,Action,6.6,101.11,43.0
Eagle Eye,Mystery,6.6,101.11,43.0
Eagle Eye,Thriller,6.6,101.11,43.0
The Purge,Horror,5.7,64.42,41.0
The Purge,Sci-Fi,5.7,64.42,41.0
The Purge,Thriller,5.7,64.42,41.0
PK,Comedy,8.2,10.57,51.0
PK,Drama,8.2,10.57,51.0
PK,Romance,8.2,10.57,51.0
Ender's Game,Action,6.7,61.66,59.5
Ender's Game,Sci-Fi,6.7,61.66,59.5
Indiana Jones and the Kingdom of the Crystal Skull,Action,6.2,317.01,65.0
Indiana Jones and the Kingdom of the Crystal Skull,Adventure,6.2,317.01,65.0
Indiana Jones and the Kingdom of the Crystal Skull,Fantasy,6.2,317.01,65.0
Paper Towns,Drama,6.3,31.99,56.0
Paper Towns,Mystery,6.3,31.99,56.0
Paper Towns,Romance,6.3,31.99,56.0
High-Rise,Drama,5.7,0.34,65.0
Quantum of Solace,Action,6.6,168.37,58.0
Quantum of Solace,Adventure,6.6,168.37,58.0
Quantum of Solace,Thriller,6.6,168.37,58.0
The Assignment,Action,4.5,47.985,34.0
The Assignment,Crime,4.5,47.985,34.0
The Assignment,Thriller,4.5,47.985,34.0
How to Train Your Dragon,Animation,8.1,217.39,74.0
How to Train Your Dragon,Action,8.1,217.39,74.0
How to Train Your Dragon,Adventure,8.1,217.39,74.0
Lady in the Water,Drama,5.6,42.27,36.0
Lady in the Water,Fantasy,5.6,42.27,36.0
Lady in the Water,Mystery,5.6,42.27,36.0
The Fountain,Drama,7.3,10.14,51.0
The Fountain,Sci-Fi,7.3,10.14,51.0
Cars 2,Animation,6.2,191.45,57.0
Cars 2,Adventure,6.2,191.45,57.0
Cars 2,Comedy,6.2,191.45,57.0
31,Horror,5.1,0.78,35.0
31,Thriller,5.1,0.78,35.0
Final Girl,Action,4.7,47.985,56.0
Final Girl,Thriller,4.7,47.985,56.0
Chalk It Up,Comedy,4.8,47.985,59.5
The Man Who Knew Infinity,Biography,7.2,3.86,59.5
The Man Who Knew Infinity,Drama,7.2,3.86,59.5
Unknown,Action,6.9,61.09,56.0
Unknown,Mystery,6.9,61.09,56.0
Unknown,Thriller,6.9,61.09,56.0
Self/less,Action,6.5,12.28,34.0
Self/less,Mystery,6.5,12.28,34.0
Self/less,Sci-Fi,6.5,12.28,34.0
Mr. Brooks,Crime,7.3,28.48,45.0
Mr. Brooks,Drama,7.3,28.48,45.0
Mr. Brooks,Thriller,7.3,28.48,45.0
Tramps,Comedy,6.5,47.985,77.0
Tramps,Romance,6.5,47.985,77.0
Before We Go,Comedy,6.9,0.04,31.0
Before We Go,Drama,6.9,0.04,31.0
Before We Go,Romance,6.9,0.04,31.0
Captain Phillips,Biography,7.8,107.1,83.0
Captain Phillips,Drama,7.8,107.1,83.0
Captain Phillips,Thriller,7.8,107.1,83.0
The Secret Scripture,Drama,6.8,47.985,37.0
Max Steel,Action,4.6,3.77,22.0
Max Steel,Adventure,4.6,3.77,22.0
Max Steel,Family,4.6,3.77,22.0
Hotel Transylvania 2,Animation,6.7,169.69,44.0
Hotel Transylvania 2,Comedy,6.7,169.69,44.0
Hotel Transylvania 2,Family,6.7,169.69,44.0
Hancock,Action,6.4,227.95,49.0
Hancock,Crime,6.4,227.95,49.0
Hancock,Drama,6.4,227.95,49.0
Sisters,Comedy,6.0,87.03,58.0
The Family,Comedy,6.3,36.92,42.0
The Family,Crime,6.3,36.92,42.0
The Family,Thriller,6.3,36.92,42.0
Zack and Miri Make a Porno,Comedy,6.6,31.45,56.0
Zack and Miri Make a Porno,Romance,6.6,31.45,56.0
Ma vie de Courgette,Animation,7.8,0.29,85.0
Ma vie de Courgette,Comedy,7.8,0.29,85.0
Ma vie de Courgette,Drama,7.8,0.29,85.0
Man on a Ledge,Action,6.6,18.6,40.0
Man on a Ledge,Crime,6.6,18.6,40.0
Man on a Ledge,Thriller,6.6,18.6,40.0
No Strings Attached,Comedy,6.2,70.63,50.0
No Strings Attached,Romance,6.2,70.63,50.0
Rescue Dawn,Adventure,7.3,5.48,77.0
Rescue Dawn,Biography,7.3,5.48,77.0
Rescue Dawn,Drama,7.3,5.48,77.0
Despicable Me 2,Animation,7.4,368.05,62.0
Despicable Me 2,Adventure,7.4,368.05,62.0
Despicable Me 2,Comedy,7.4,368.05,62.0
A Walk Among the Tombstones,Crime,6.5,25.98,57.0
A Walk Among the Tombstones,Drama,6.5,25.98,57.0
A Walk Among the Tombstones,Mystery,6.5,25.98,57.0
The World's End,Action,7.0,26.0,81.0
The World's End,Comedy,7.0,26.0,81.0
The World's End,Sci-Fi,7.0,26.0,81.0
Yoga Hosers,Comedy,4.3,47.985,23.0
Yoga Hosers,Fantasy,4.3,47.985,23.0
Yoga Hosers,Horror,4.3,47.985,23.0
Seven Psychopaths,Comedy,7.2,14.99,66.0
Seven Psychopaths,Crime,7.2,14.99,66.0
Beowulf,Animation,6.2,82.16,59.0
Beowulf,Action,6.2,82.16,59.0
Beowulf,Adventure,6.2,82.16,59.0
Jack Ryan: Shadow Recruit,Action,6.2,50.55,57.0
Jack Ryan: Shadow Recruit,Drama,6.2,50.55,57.0
Jack Ryan: Shadow Recruit,Thriller,6.2,50.55,57.0
1408,Fantasy,6.8,71.98,64.0
1408,Horror,6.8,71.98,64.0
The Gambler,Crime,6.0,33.63,55.0
The Gambler,Drama,6.0,33.63,55.0
The Gambler,Thriller,6.0,33.63,55.0
Prince of Persia: The Sands of Time,Action,6.6,90.76,50.0
Prince of Persia: The Sands of Time,Adventure,6.6,90.76,50.0
Prince of Persia: The Sands of Time,Fantasy,6.6,90.76,50.0
The Spectacular Now,Comedy,7.1,6.85,82.0
The Spectacular Now,Drama,7.1,6.85,82.0
The Spectacular Now,Romance,7.1,6.85,82.0
A United Kingdom,Biography,6.8,3.9,65.0
A United Kingdom,Drama,6.8,3.9,65.0
A United Kingdom,Romance,6.8,3.9,65.0
USS Indianapolis: Men of Courage,Action,5.2,47.985,30.0
USS Indianapolis: Men of Courage,Drama,5.2,47.985,30.0
USS Indianapolis: Men of Courage,History,5.2,47.985,30.0
Turbo Kid,Action,6.7,0.05,60.0
Turbo Kid,Adventure,6.7,0.05,60.0
Turbo Kid,Comedy,6.7,0.05,60.0
Mama,Horror,6.2,71.59,57.0
Mama,Thriller,6.2,71.59,57.0
Orphan,Horror,7.0,41.57,42.0
Orphan,Mystery,7.0,41.57,42.0
Orphan,Thriller,7.0,41.57,42.0
To Rome with Love,Comedy,6.3,16.68,54.0
To Rome with Love,Romance,6.3,16.68,54.0
Fantastic Mr. Fox,Animation,7.8,21.0,83.0
Fantastic Mr. Fox,Adventure,7.8,21.0,83.0
Fantastic Mr. Fox,Comedy,7.8,21.0,83.0
Inside Man,Crime,7.6,88.5,76.0
Inside Man,Drama,7.6,88.5,76.0
Inside Man,Mystery,7.6,88.5,76.0
I.T.,Crime,5.4,47.985,27.0
I.T.,Drama,5.4,47.985,27.0
I.T.,Mystery,5.4,47.985,27.0
127 Hours,Adventure,7.6,18.33,82.0
127 Hours,Biography,7.6,18.33,82.0
127 Hours,Drama,7.6,18.33,82.0
Annabelle,Horror,5.4,84.26,37.0
Annabelle,Mystery,5.4,84.26,37.0
Annabelle,Thriller,5.4,84.26,37.0
Wolves at the Door,Horror,4.6,47.985,63.0
Wolves at the Door,Thriller,4.6,47.985,63.0
Suite Française,Drama,6.9,47.985,59.5
Suite Française,Romance,6.9,47.985,59.5
Suite Française,War,6.9,47.985,59.5
The Imaginarium of Doctor Parnassus,Adventure,6.8,7.69,65.0
The Imaginarium of Doctor Parnassus,Fantasy,6.8,7.69,65.0
The Imaginarium of Doctor Parnassus,Mystery,6.8,7.69,65.0
G.I. Joe: The Rise of Cobra,Action,5.8,150.17,32.0
G.I. Joe: The Rise of Cobra,Adventure,5.8,150.17,32.0
G.I. Joe: The Rise of Cobra,Sci-Fi,5.8,150.17,32.0
Christine,Biography,7.0,0.3,72.0
Christine,Drama,7.0,0.3,72.0
Man Down,Drama,5.8,47.985,27.0
Man Down,Thriller,5.8,47.985,27.0
Crawlspace,Horror,5.3,47.985,25.0
Crawlspace,Thriller,5.3,47.985,25.0
Shut In,Drama,4.6,6.88,59.5
Shut In,Horror,4.6,6.88,59.5
Shut In,Thriller,4.6,6.88,59.5
The Warriors Gate,Action,5.3,47.985,77.0
The Warriors Gate,Adventure,5.3,47.985,77.0
The Warriors Gate,Fantasy,5.3,47.985,77.0
Grindhouse,Action,7.6,25.03,59.5
Grindhouse,Horror,7.6,25.03,59.5
Grindhouse,Thriller,7.6,25.03,59.5
Disaster Movie,Comedy,1.9,14.17,15.0
Rocky Balboa,Drama,7.2,70.27,63.0
Rocky Balboa,Sport,7.2,70.27,63.0
Diary of a Wimpy Kid: Dog Days,Comedy,6.4,49.0,54.0
Diary of a Wimpy Kid: Dog Days,Family,6.4,49.0,54.0
Jane Eyre,Drama,7.4,11.23,76.0
Jane Eyre,Romance,7.4,11.23,76.0
Fool's Gold,Action,5.7,70.22,29.0
Fool's Gold,Adventure,5.7,70.22,29.0
Fool's Gold,Comedy,5.7,70.22,29.0
The Dictator,Comedy,6.4,59.62,58.0
The Loft,Mystery,6.3,5.98,24.0
The Loft,Romance,6.3,5.98,24.0
The Loft,Thriller,6.3,5.98,24.0
Bacalaureat,Crime,7.5,0.13,84.0
Bacalaureat,Drama,7.5,0.13,84.0
You Don't Mess with the Zohan,Action,5.5,100.02,54.0
You Don't Mess with the Zohan,Comedy,5.5,100.02,54.0
Exposed,Crime,4.2,47.985,23.0
Exposed,Drama,4.2,47.985,23.0
Exposed,Mystery,4.2,47.985,23.0
Maudie,Biography,7.8,47.985,60.0
Maudie,Drama,7.8,47.985,60.0
Maudie,Romance,7.8,47.985,60.0
Horrible Bosses 2,Comedy,6.3,54.41,40.0
Horrible Bosses 2,Crime,6.3,54.41,40.0
A Bigger Splash,Drama,6.4,1.98,74.0
A Bigger Splash,Thriller,6.4,1.98,74.0
Melancholia,Drama,7.1,3.03,80.0
The Princess and the Frog,Animation,7.1,104.37,73.0
The Princess and the Frog,Adventure,7.1,104.37,73.0
The Princess and the Frog,Comedy,7.1,104.37,73.0
Unstoppable,Action,6.8,81.56,69.0
Unstoppable,Thriller,6.8,81.56,69.0
Flight,Drama,7.3,93.75,76.0
Flight,Thriller,7.3,93.75,76.0
Home,Animation,6.7,177.34,55.0
Home,Adventure,6.7,177.34,55.0
Home,Comedy,6.7,177.34,55.0
La migliore offerta,Crime,7.8,0.09,49.0
La migliore offerta,Drama,7.8,0.09,49.0
La migliore offerta,Mystery,7.8,0.09,49.0
Mean Dreams,Thriller,6.3,47.985,64.0
42,Biography,7.5,95.0,62.0
42,Drama,7.5,95.0,62.0
42,Sport,7.5,95.0,62.0
21,Crime,6.8,81.16,48.0
21,Drama,6.8,81.16,48.0
21,Thriller,6.8,81.16,48.0
Begin Again,Drama,7.4,16.17,62.0
Begin Again,Music,7.4,16.17,62.0
Out of the Furnace,Crime,6.8,11.33,63.0
Out of the Furnace,Drama,6.8,11.33,63.0
Out of the Furnace,Thriller,6.8,11.33,63.0
Vicky Cristina Barcelona,Drama,7.1,23.21,70.0
Vicky Cristina Barcelona,Romance,7.1,23.21,70.0
Kung Fu Panda,Animation,7.6,215.4,73.0
Kung Fu Panda,Action,7.6,215.4,73.0
Kung Fu Panda,Adventure,7.6,215.4,73.0
Barbershop: The Next Cut,Comedy,5.9,54.01,67.0
Barbershop: The Next Cut,Drama,5.9,54.01,67.0
Terminator Salvation,Action,6.6,125.32,49.0
Terminator Salvation,Adventure,6.6,125.32,49.0
Terminator Salvation,Drama,6.6,125.32,49.0
Freedom Writers,Biography,7.5,36.58,64.0
Freedom Writers,Crime,7.5,36.58,64.0
Freedom Writers,Drama,7.5,36.58,64.0
The Hills Have Eyes,Horror,6.4,41.78,52.0
Changeling,Biography,7.8,35.71,63.0
Changeling,Drama,7.8,35.71,63.0
Changeling,Mystery,7.8,35.71,63.0
Remember Me,Drama,7.2,19.06,40.0
Remember Me,Romance,7.2,19.06,40.0
Koe no katachi,Animation,8.4,47.985,80.0
Koe no katachi,Drama,8.4,47.985,80.0
Koe no katachi,Romance,8.4,47.985,80.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy,6.2,66.95,54.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Family,6.2,66.95,54.0
Locke,Drama,7.1,1.36,81.0
The 9th Life of Louis Drax,Mystery,6.3,47.985,41.0
The 9th Life of Louis Drax,Thriller,6.3,47.985,41.0
Horns,Drama,6.5,0.16,46.0
Horns,Fantasy,6.5,0.16,46.0
Horns,Horror,6.5,0.16,46.0
Indignation,Drama,6.9,3.4,78.0
Indignation,Romance,6.9,3.4,78.0
The Stanford Prison Experiment,Biography,6.9,0.64,67.0
The Stanford Prison Experiment,Drama,6.9,0.64,67.0
The Stanford Prison Experiment,History,6.9,0.64,67.0
Diary of a Wimpy Kid: Rodrick Rules,Comedy,6.6,52.69,51.0
Diary of a Wimpy Kid: Rodrick Rules,Family,6.6,52.69,51.0
Mission: Impossible III,Action,6.9,133.38,66.0
Mission: Impossible III,Adventure,6.9,133.38,66.0
Mission: Impossible III,Thriller,6.9,133.38,66.0
En man som heter Ove,Comedy,7.7,3.36,70.0
En man som heter Ove,Drama,7.7,3.36,70.0
Dragonball Evolution,Action,2.7,9.35,45.0
Dragonball Evolution,Adventure,2.7,9.35,45.0
Dragonball Evolution,Fantasy,2.7,9.35,45.0
Red Dawn,Action,5.4,44.8,31.0
Red Dawn,Thriller,5.4,44.8,31.0
One Day,Drama,7.0,13.77,48.0
One Day,Romance,7.0,13.77,48.0
Life as We Know It,Comedy,6.6,53.36,39.0
Life as We Know It,Drama,6.6,53.36,39.0
Life as We Know It,Romance,6.6,53.36,39.0
28 Weeks Later,Drama,7.0,28.64,78.0
28 Weeks Later,Horror,7.0,28.64,78.0
28 Weeks Later,Sci-Fi,7.0,28.64,78.0
Warm Bodies,Comedy,6.9,66.36,59.0
Warm Bodies,Horror,6.9,66.36,59.0
Warm Bodies,Romance,6.9,66.36,59.0
Blue Jasmine,Drama,7.3,33.4,78.0
G.I. Joe: Retaliation,Action,5.8,122.51,41.0
G.I. Joe: Retaliation,Adventure,5.8,122.51,41.0
G.I. Joe: Retaliation,Sci-Fi,5.8,122.51,41.0
Wrath of the Titans,Action,5.8,83.64,37.0
Wrath of the Titans,Adventure,5.8,83.64,37.0
Wrath of the Titans,Fantasy,5.8,83.64,37.0
Shin Gojira,Action,6.9,1.91,68.0
Shin Gojira,Adventure,6.9,1.91,68.0
